id_venta,fecha,id_concesionario,modelo,categoria_vehiculo,metodo_pago,unidades,precio_unitario,costo_unitario,descuento,monto_venta
4363,2025-09-20,13,Explorer,SUV,Leasing,2,1036800.0,822200.0,165890.0,1907710.0
4364,2025-09-20,1,Fiesta,Sedán,Contado,1,305200.0,248800.0,0.0,305200.0
4365,2025-09-20,12,Bronco,SUV,Financiamiento,3,929100.0,704100.0,55750.0,2731550.0
4366,2025-09-20,20,F-150,Pickup,Financiamiento,1,1007000.0,784600.0,120840.0,886160.0
4367,2025-09-20,20,Fiesta,Sedán,Contado,4,327700.0,248400.0,0.0,1310800.0
4368,2025-09-20,3,Explorer,SUV,Financiamiento,1,1044000.0,811300.0,83520.0,960480.0
4369,2025-09-20,6,Fiesta,Sedán,Leasing,1,300000.0,250400.0,36000.0,264000.0
4370,2025-09-20,16,Explorer,SUV,Financiamiento,3,1058400.0,845200.0,63500.0,3111700.0
4371,2025-09-20,17,Focus,Sedán,Financiamiento,1,420500.0,345500.0,0.0,420500.0
4372,2025-09-20,16,Mustang,Deportivo,Contado,4,1212000.0,972400.0,145440.0,4702560.0
4373,2025-09-20,5,Fiesta,Sedán,Contado,4,347600.0,246300.0,27810.0,1362590.0
4374,2025-09-20,13,Mustang,Deportivo,Financiamiento,1,1291300.0,1018700.0,154960.0,1136340.0
4375,2025-09-21,14,Mustang,Deportivo,Financiamiento,5,1247700.0,910000.0,0.0,6238500.0
4376,2025-09-21,1,Fiesta,Sedán,Financiamiento,5,304400.0,256200.0,76100.0,1445900.0
4377,2025-09-21,9,F-150,Pickup,Contado,1,990100.0,801700.0,79210.0,910890.0
4378,2025-09-21,8,Mustang,Deportivo,Financiamiento,1,1284800.0,970400.0,0.0,1284800.0
4379,2025-09-21,6,F-150,Pickup,Financiamiento,1,1039800.0,764500.0,103980.0,935820.0
4380,2025-09-21,1,F-150,Pickup,Contado,5,918300.0,752700.0,459150.0,4132350.0
4381,2025-09-22,18,Focus,Sedán,Contado,4,441400.0,334700.0,0.0,1765600.0
4382,2025-09-22,13,Explorer,SUV,Financiamiento,4,1060100.0,839400.0,0.0,4240400.0
4383,2025-09-22,2,F-150,Pickup,Financiamiento,5,986200.0,769100.0,394480.0,4536520.0
4384,2025-09-22,8,Mustang,Deportivo,Contado,1,1289700.0,931600.0,25790.0,1263910.0
4385,2025-09-22,2,F-150,Pickup,Financiamiento,1,988300.0,750800.0,49420.0,938880.0
4386,2025-09-23,10,Mustang,Deportivo,Contado,1,1145600.0,1026800.0,137470.0,1008130.0
4387,2025-09-23,11,F-150,Pickup,Financiamiento,1,1058400.0,765300.0,21170.0,1037230.0
4388,2025-09-23,16,F-150,Pickup,Leasing,1,901200.0,781100.0,27040.0,874160.0
4389,2025-09-23,14,Fiesta,Sedán,Financiamiento,1,347800.0,236200.0,41740.0,306060.0
4390,2025-09-23,11,Focus,Sedán,Financiamiento,3,430800.0,325800.0,129240.0,1163160.0
4391,2025-09-23,14,Mustang,Deportivo,Contado,1,1336400.0,953200.0,26730.0,1309670.0
4392,2025-09-24,4,F-150,Pickup,Financiamiento,1,954200.0,730400.0,76340.0,877860.0
4393,2025-09-24,2,Bronco,SUV,Financiamiento,1,854200.0,702200.0,42710.0,811490.0
4394,2025-09-24,18,Explorer,SUV,Financiamiento,2,1085400.0,831600.0,173660.0,1997140.0
4395,2025-09-24,4,Fiesta,Sedán,Contado,1,297700.0,250100.0,0.0,297700.0
4396,2025-09-24,17,Focus,Sedán,Financiamiento,1,437200.0,328500.0,34980.0,402220.0
4397,2025-09-25,8,Explorer,SUV,Financiamiento,1,1053500.0,840400.0,31600.0,1021900.0
4398,2025-09-25,20,F-150,Pickup,Financiamiento,2,959200.0,777700.0,191840.0,1726560.0
4399,2025-09-25,14,F-150,Pickup,Contado,1,978800.0,754200.0,78300.0,900500.0
4400,2025-09-25,18,Focus,Sedán,Leasing,1,407000.0,333300.0,20350.0,386650.0
4401,2025-09-25,4,Fiesta,Sedán,Financiamiento,5,313600.0,258700.0,0.0,1568000.0
4402,2025-09-25,2,Bronco,SUV,Contado,5,945400.0,676500.0,378160.0,4348840.0
4403,2025-09-25,18,Fiesta,Sedán,Financiamiento,5,316800.0,251000.0,158400.0,1425600.0
4404,2025-09-25,12,Explorer,SUV,Financiamiento,1,1217700.0,886200.0,24350.0,1193350.0
4405,2025-09-26,12,Explorer,SUV,Financiamiento,1,1101100.0,801700.0,55060.0,1046040.0
4406,2025-09-26,18,Fiesta,Sedán,Financiamiento,1,343300.0,250600.0,34330.0,308970.0
4407,2025-09-26,20,Explorer,SUV,Contado,2,1117200.0,823300.0,178750.0,2055650.0
4408,2025-09-26,13,Focus,Sedán,Financiamiento,1,402300.0,327900.0,12070.0,390230.0
4409,2025-09-26,16,F-150,Pickup,Contado,4,1018300.0,742100.0,0.0,4073200.0
4410,2025-09-26,9,Explorer,SUV,Financiamiento,1,1071000.0,839900.0,107100.0,963900.0
4411,2025-09-27,11,Fiesta,Sedán,Financiamiento,5,328000.0,261100.0,0.0,1640000.0
4412,2025-09-27,6,Mustang,Deportivo,Financiamiento,1,1222600.0,963700.0,24450.0,1198150.0
4413,2025-09-27,17,F-150,Pickup,Contado,2,871200.0,762000.0,87120.0,1655280.0
4414,2025-09-27,3,Fiesta,Sedán,Financiamiento,5,316600.0,257800.0,126640.0,1456360.0
4415,2025-09-27,20,Fiesta,Sedán,Leasing,3,351400.0,262500.0,105420.0,948780.0
4416,2025-09-27,17,Fiesta,Sedán,Leasing,3,306200.0,252000.0,27560.0,891040.0
4417,2025-09-27,17,F-150,Pickup,Contado,1,983300.0,756900.0,0.0,983300.0
4418,2025-09-28,16,F-150,Pickup,Financiamiento,1,988900.0,695400.0,49440.0,939460.0
4419,2025-09-28,12,F-150,Pickup,Financiamiento,2,967900.0,737500.0,58070.0,1877730.0
4420,2025-09-28,11,Fiesta,Sedán,Contado,1,316100.0,248000.0,15800.0,300300.0
4421,2025-09-28,17,F-150,Pickup,Contado,1,989600.0,728500.0,98960.0,890640.0
4422,2025-09-28,20,Explorer,SUV,Contado,5,1016500.0,819500.0,101650.0,4980850.0
4423,2025-09-28,8,Focus,Sedán,Contado,2,430900.0,322500.0,0.0,861800.0
4424,2025-09-28,9,Explorer,SUV,Financiamiento,4,1010100.0,831300.0,484850.0,3555550.0
4425,2025-09-28,3,Bronco,SUV,Financiamiento,1,909300.0,751800.0,0.0,909300.0
4426,2025-09-29,2,Focus,Sedán,Contado,2,407100.0,333600.0,40710.0,773490.0
4427,2025-09-29,6,Mustang,Deportivo,Contado,4,1232700.0,999200.0,0.0,4930800.0
4428,2025-09-29,7,F-150,Pickup,Financiamiento,2,963700.0,771600.0,96370.0,1831030.0
4429,2025-09-29,14,Focus,Sedán,Financiamiento,2,432700.0,340500.0,0.0,865400.0
4430,2025-09-29,12,Fiesta,Sedán,Financiamiento,5,347900.0,247300.0,139160.0,1600340.0
4431,2025-09-29,9,Mustang,Deportivo,Contado,3,1226500.0,1018000.0,367950.0,3311550.0
4432,2025-09-30,19,Fiesta,Sedán,Financiamiento,1,291800.0,261700.0,5840.0,285960.0
4433,2025-09-30,4,Bronco,SUV,Contado,1,887400.0,684500.0,0.0,887400.0
4434,2025-09-30,3,Bronco,SUV,Contado,1,922500.0,693700.0,0.0,922500.0
4435,2025-09-30,2,F-150,Pickup,Financiamiento,1,940600.0,811900.0,0.0,940600.0
4436,2025-09-30,5,Bronco,SUV,Contado,4,833200.0,677500.0,333280.0,2999520.0
4437,2025-09-30,7,Fiesta,Sedán,Contado,3,328600.0,250700.0,19720.0,966080.0
4438,2025-10-01,9,F-150,Pickup,Leasing,1,973800.0,743600.0,97380.0,876420.0
4439,2025-10-01,20,Fiesta,Sedán,Financiamiento,5,333100.0,247800.0,0.0,1665500.0
4440,2025-10-01,16,Explorer,SUV,Leasing,2,1058300.0,829200.0,211660.0,1904940.0
4441,2025-10-01,6,F-150,Pickup,Financiamiento,4,926300.0,810900.0,444620.0,3260580.0
4442,2025-10-02,10,Explorer,SUV,Contado,4,1056400.0,804300.0,84510.0,4141090.0
4443,2025-10-02,5,Focus,Sedán,Contado,1,418900.0,336700.0,12570.0,406330.0
4444,2025-10-02,19,Focus,Sedán,Financiamiento,1,442200.0,314700.0,35380.0,406820.0
4445,2025-10-02,9,Focus,Sedán,Leasing,5,389400.0,326300.0,0.0,1947000.0
4446,2025-10-02,4,Explorer,SUV,Contado,1,1071500.0,818200.0,21430.0,1050070.0
4447,2025-10-02,10,Fiesta,Sedán,Contado,1,305400.0,254000.0,30540.0,274860.0
4448,2025-10-02,6,Mustang,Deportivo,Financiamiento,1,1285900.0,956900.0,102870.0,1183030.0
4449,2025-10-02,13,Fiesta,Sedán,Contado,5,334400.0,244200.0,83600.0,1588400.0
4450,2025-10-02,3,F-150,Pickup,Financiamiento,5,834800.0,755500.0,83480.0,4090520.0
4451,2025-10-02,18,F-150,Pickup,Contado,4,995900.0,730300.0,398360.0,3585240.0
4452,2025-10-02,17,Focus,Sedán,Contado,1,420600.0,325400.0,50470.0,370130.0
4453,2025-10-02,7,Bronco,SUV,Financiamiento,3,879300.0,715100.0,316550.0,2321350.0
4454,2025-10-02,14,Explorer,SUV,Contado,1,1084500.0,833800.0,108450.0,976050.0
4455,2025-10-03,6,F-150,Pickup,Leasing,5,952200.0,752500.0,476100.0,4284900.0
4456,2025-10-03,10,F-150,Pickup,Contado,1,988900.0,763600.0,0.0,988900.0
4457,2025-10-03,18,Fiesta,Sedán,Contado,3,312100.0,244400.0,0.0,936300.0
4458,2025-10-04,20,F-150,Pickup,Leasing,1,1014100.0,776300.0,30420.0,983680.0
4459,2025-10-04,15,Focus,Sedán,Contado,3,415600.0,326900.0,37400.0,1209400.0
4460,2025-10-04,13,F-150,Pickup,Contado,5,977600.0,746300.0,391040.0,4496960.0
4461,2025-10-04,13,Mustang,Deportivo,Financiamiento,1,1268100.0,972400.0,63400.0,1204700.0
4462,2025-10-04,9,Bronco,SUV,Financiamiento,1,898400.0,689300.0,107810.0,790590.0
4463,2025-10-04,20,F-150,Pickup,Contado,4,931500.0,728600.0,111780.0,3614220.0
4464,2025-10-04,3,Focus,Sedán,Contado,1,445700.0,337500.0,8910.0,436790.0
4465,2025-10-04,12,Explorer,SUV,Contado,1,1014100.0,865100.0,20280.0,993820.0
4466,2025-10-04,3,Bronco,SUV,Financiamiento,3,916900.0,683000.0,0.0,2750700.0
4467,2025-10-05,16,Bronco,SUV,Contado,1,947300.0,656700.0,0.0,947300.0
4468,2025-10-05,7,Fiesta,Sedán,Contado,4,288700.0,254600.0,138580.0,1016220.0
4469,2025-10-05,10,Explorer,SUV,Contado,2,1048200.0,850400.0,167710.0,1928690.0
4470,2025-10-06,15,Fiesta,Sedán,Financiamiento,4,347300.0,249200.0,111140.0,1278060.0
4471,2025-10-06,15,Focus,Sedán,Financiamiento,1,431600.0,342500.0,12950.0,418650.0
4472,2025-10-06,19,Bronco,SUV,Leasing,1,820700.0,715200.0,0.0,820700.0
4473,2025-10-06,5,Focus,Sedán,Financiamiento,4,378300.0,332900.0,0.0,1513200.0
4474,2025-10-06,17,Focus,Sedán,Financiamiento,5,434400.0,329400.0,0.0,2172000.0
4475,2025-10-06,1,Explorer,SUV,Leasing,4,992900.0,826700.0,476590.0,3495010.0
4476,2025-10-07,6,Focus,Sedán,Financiamiento,1,386000.0,340000.0,0.0,386000.0
4477,2025-10-07,18,Fiesta,Sedán,Leasing,1,316700.0,238900.0,0.0,316700.0
4478,2025-10-07,4,Focus,Sedán,Leasing,1,415100.0,340100.0,0.0,415100.0
4479,2025-10-07,8,F-150,Pickup,Financiamiento,1,1060200.0,730700.0,84820.0,975380.0
4480,2025-10-07,6,Focus,Sedán,Contado,1,397000.0,316600.0,0.0,397000.0
4481,2025-10-07,9,Mustang,Deportivo,Contado,1,1243500.0,983600.0,37300.0,1206200.0
4482,2025-10-07,17,F-150,Pickup,Financiamiento,1,861800.0,749400.0,0.0,861800.0
4483,2025-10-07,9,Mustang,Deportivo,Contado,2,1254000.0,965100.0,0.0,2508000.0
4484,2025-10-07,16,Focus,Sedán,Financiamiento,3,395000.0,338100.0,0.0,1185000.0
4485,2025-10-07,14,Mustang,Deportivo,Financiamiento,1,1281100.0,995800.0,38430.0,1242670.0
4486,2025-10-08,13,Bronco,SUV,Contado,1,798600.0,663300.0,79860.0,718740.0
4487,2025-10-08,12,Bronco,SUV,Financiamiento,4,865300.0,712800.0,276900.0,3184300.0
4488,2025-10-08,15,F-150,Pickup,Financiamiento,1,882500.0,751600.0,88250.0,794250.0
4489,2025-10-08,15,Bronco,SUV,Contado,4,897300.0,688200.0,430700.0,3158500.0
4490,2025-10-08,17,F-150,Pickup,Contado,3,988400.0,760800.0,0.0,2965200.0
4491,2025-10-08,7,Fiesta,Sedán,Leasing,1,337300.0,249500.0,0.0,337300.0
4492,2025-10-08,3,Focus,Sedán,Financiamiento,2,409400.0,335700.0,0.0,818800.0
4493,2025-10-08,17,F-150,Pickup,Financiamiento,1,914700.0,718300.0,73180.0,841520.0
4494,2025-10-08,18,Explorer,SUV,Financiamiento,4,1036000.0,805200.0,497280.0,3646720.0
4495,2025-10-09,2,F-150,Pickup,Financiamiento,2,994100.0,747700.0,159060.0,1829140.0
4496,2025-10-09,13,Explorer,SUV,Financiamiento,4,1126200.0,815500.0,135140.0,4369660.0
4497,2025-10-09,10,Bronco,SUV,Financiamiento,3,883200.0,709900.0,0.0,2649600.0
4498,2025-10-09,11,Focus,Sedán,Contado,1,420100.0,336600.0,12600.0,407500.0
4499,2025-10-09,8,Fiesta,Sedán,Financiamiento,1,311400.0,242300.0,9340.0,302060.0
4500,2025-10-09,19,Explorer,SUV,Financiamiento,1,1045700.0,857100.0,0.0,1045700.0
4501,2025-10-09,5,Fiesta,Sedán,Financiamiento,1,279200.0,231300.0,5580.0,273620.0
4502,2025-10-09,12,Bronco,SUV,Financiamiento,1,841700.0,719400.0,67340.0,774360.0
4503,2025-10-09,5,Bronco,SUV,Financiamiento,3,926100.0,663300.0,0.0,2778300.0
4504,2025-10-10,10,Focus,Sedán,Leasing,1,428200.0,330600.0,8560.0,419640.0
4505,2025-10-10,19,Explorer,SUV,Financiamiento,5,1055800.0,819500.0,527900.0,4751100.0
4506,2025-10-10,2,Explorer,SUV,Contado,1,1017200.0,840300.0,101720.0,915480.0
4507,2025-10-10,4,Explorer,SUV,Financiamiento,1,1070500.0,826500.0,85640.0,984860.0
4508,2025-10-10,7,F-150,Pickup,Financiamiento,1,954600.0,733800.0,0.0,954600.0
4509,2025-10-11,8,Bronco,SUV,Contado,1,912600.0,715300.0,27380.0,885220.0
4510,2025-10-11,15,Explorer,SUV,Leasing,2,989700.0,831900.0,237530.0,1741870.0
4511,2025-10-11,6,F-150,Pickup,Leasing,4,1003400.0,750500.0,0.0,4013600.0
4512,2025-10-11,9,Mustang,Deportivo,Contado,4,1282800.0,953800.0,0.0,5131200.0
4513,2025-10-11,2,Explorer,SUV,Financiamiento,5,1052300.0,816100.0,420920.0,4840580.0
4514,2025-10-12,2,F-150,Pickup,Financiamiento,1,978200.0,734700.0,0.0,978200.0
4515,2025-10-12,4,F-150,Pickup,Contado,1,926700.0,769700.0,0.0,926700.0
4516,2025-10-12,2,Bronco,SUV,Contado,1,825300.0,714600.0,99040.0,726260.0
4517,2025-10-13,16,Focus,Sedán,Leasing,5,403200.0,333600.0,241920.0,1774080.0
4518,2025-10-13,6,F-150,Pickup,Leasing,1,991100.0,807700.0,19820.0,971280.0
4519,2025-10-13,11,F-150,Pickup,Financiamiento,1,971800.0,748700.0,77740.0,894060.0
4520,2025-10-13,14,Fiesta,Sedán,Financiamiento,5,342900.0,234500.0,0.0,1714500.0
4521,2025-10-13,7,F-150,Pickup,Contado,1,1011400.0,787800.0,30340.0,981060.0
4522,2025-10-13,20,Fiesta,Sedán,Contado,4,322400.0,246000.0,25790.0,1263810.0
4523,2025-10-13,20,Explorer,SUV,Leasing,3,1015500.0,833600.0,365580.0,2680920.0
4524,2025-10-14,15,Fiesta,Sedán,Contado,4,339700.0,251100.0,0.0,1358800.0
4525,2025-10-14,18,Focus,Sedán,Contado,4,425900.0,317600.0,0.0,1703600.0
4526,2025-10-14,9,Fiesta,Sedán,Leasing,1,305700.0,244400.0,30570.0,275130.0
4527,2025-10-14,5,Bronco,SUV,Contado,3,811300.0,717700.0,0.0,2433900.0
4528,2025-10-14,13,Fiesta,Sedán,Contado,1,327200.0,239100.0,39260.0,287940.0
4529,2025-10-14,20,Explorer,SUV,Financiamiento,1,1042900.0,804500.0,104290.0,938610.0
4530,2025-10-14,5,Focus,Sedán,Contado,3,405700.0,327300.0,0.0,1217100.0
4531,2025-10-14,19,Mustang,Deportivo,Financiamiento,5,1258300.0,983800.0,0.0,6291500.0
4532,2025-10-14,9,Fiesta,Sedán,Contado,1,315300.0,250500.0,0.0,315300.0
4533,2025-10-15,18,Fiesta,Sedán,Financiamiento,1,306800.0,245500.0,30680.0,276120.0
4534,2025-10-15,6,F-150,Pickup,Financiamiento,1,890900.0,769800.0,0.0,890900.0
4535,2025-10-15,16,Mustang,Deportivo,Financiamiento,1,1109700.0,1028400.0,55480.0,1054220.0
4536,2025-10-15,6,Explorer,SUV,Contado,1,1090700.0,858900.0,87260.0,1003440.0
4537,2025-10-15,9,F-150,Pickup,Financiamiento,5,979600.0,763700.0,0.0,4898000.0
4538,2025-10-15,10,Fiesta,Sedán,Contado,1,323000.0,245200.0,32300.0,290700.0
4539,2025-10-15,3,Bronco,SUV,Financiamiento,5,829000.0,686800.0,207250.0,3937750.0
4540,2025-10-15,4,Explorer,SUV,Contado,4,1094800.0,749900.0,0.0,4379200.0
4541,2025-10-15,17,Bronco,SUV,Leasing,5,865600.0,674600.0,0.0,4328000.0
4542,2025-10-15,20,F-150,Pickup,Contado,4,1015700.0,748100.0,406280.0,3656520.0
4543,2025-10-16,11,F-150,Pickup,Leasing,5,927100.0,752400.0,0.0,4635500.0
4544,2025-10-16,3,Focus,Sedán,Financiamiento,3,402400.0,330200.0,144860.0,1062340.0
4545,2025-10-16,1,F-150,Pickup,Financiamiento,3,870300.0,736100.0,208870.0,2402030.0
4546,2025-10-16,5,F-150,Pickup,Financiamiento,1,851700.0,713400.0,0.0,851700.0
4547,2025-10-16,1,Focus,Sedán,Financiamiento,2,428500.0,335200.0,85700.0,771300.0
4548,2025-10-16,7,Explorer,SUV,Financiamiento,5,1016900.0,802800.0,610140.0,4474360.0
4549,2025-10-16,5,Focus,Sedán,Financiamiento,1,416600.0,324800.0,41660.0,374940.0
4550,2025-10-17,20,Focus,Sedán,Leasing,1,372300.0,317200.0,7450.0,364850.0
4551,2025-10-17,1,Mustang,Deportivo,Contado,5,1329400.0,941600.0,797640.0,5849360.0
4552,2025-10-17,8,Mustang,Deportivo,Leasing,1,1302400.0,1004000.0,104190.0,1198210.0
4553,2025-10-17,10,Fiesta,Sedán,Contado,2,306300.0,246200.0,0.0,612600.0
4554,2025-10-17,18,Fiesta,Sedán,Contado,3,289700.0,252800.0,86910.0,782190.0
4555,2025-10-17,14,Focus,Sedán,Contado,5,414100.0,344300.0,248460.0,1822040.0
4556,2025-10-17,5,F-150,Pickup,Contado,4,903900.0,788500.0,0.0,3615600.0
4557,2025-10-17,15,Focus,Sedán,Financiamiento,4,415800.0,336800.0,0.0,1663200.0
4558,2025-10-17,19,Bronco,SUV,Contado,1,848100.0,689000.0,0.0,848100.0
4559,2025-10-18,5,Bronco,SUV,Leasing,1,859300.0,710700.0,17190.0,842110.0
4560,2025-10-18,14,Fiesta,Sedán,Financiamiento,1,312600.0,237800.0,0.0,312600.0
4561,2025-10-18,2,Mustang,Deportivo,Leasing,1,1230000.0,960300.0,24600.0,1205400.0
4562,2025-10-18,16,Fiesta,Sedán,Financiamiento,2,307400.0,243900.0,49180.0,565620.0
4563,2025-10-18,4,Explorer,SUV,Financiamiento,1,991000.0,834300.0,19820.0,971180.0
4564,2025-10-18,20,Mustang,Deportivo,Financiamiento,2,1225400.0,983900.0,0.0,2450800.0
4565,2025-10-18,20,Bronco,SUV,Contado,1,827900.0,699000.0,99350.0,728550.0
4566,2025-10-18,13,Focus,Sedán,Financiamiento,1,437600.0,328200.0,35010.0,402590.0
4567,2025-10-19,9,Explorer,SUV,Financiamiento,1,1129300.0,789100.0,33880.0,1095420.0
4568,2025-10-19,13,Explorer,SUV,Contado,3,1055700.0,871200.0,380050.0,2787050.0
4569,2025-10-19,18,Fiesta,Sedán,Contado,3,342500.0,249000.0,30820.0,996680.0
4570,2025-10-19,18,F-150,Pickup,Contado,3,1062900.0,763400.0,255100.0,2933600.0
4571,2025-10-19,18,Fiesta,Sedán,Financiamiento,5,329700.0,248500.0,32970.0,1615530.0
4572,2025-10-19,18,Explorer,SUV,Contado,4,1022500.0,843700.0,490800.0,3599200.0
4573,2025-10-19,17,Explorer,SUV,Contado,1,947900.0,821500.0,28440.0,919460.0
4574,2025-10-20,6,F-150,Pickup,Contado,2,982000.0,741200.0,98200.0,1865800.0
4575,2025-10-20,19,F-150,Pickup,Contado,5,937500.0,736700.0,234380.0,4453120.0
4576,2025-10-20,1,F-150,Pickup,Financiamiento,1,1029600.0,781000.0,20590.0,1009010.0
4577,2025-10-20,13,F-150,Pickup,Financiamiento,1,835000.0,760500.0,25050.0,809950.0
4578,2025-10-20,1,Explorer,SUV,Financiamiento,1,1050000.0,838500.0,0.0,1050000.0
4579,2025-10-20,5,Fiesta,Sedán,Financiamiento,1,317900.0,247200.0,0.0,317900.0
4580,2025-10-20,7,F-150,Pickup,Contado,5,968200.0,771300.0,0.0,4841000.0
4581,2025-10-20,13,Explorer,SUV,Financiamiento,5,999400.0,821300.0,499700.0,4497300.0
4582,2025-10-21,16,Bronco,SUV,Leasing,1,895100.0,706200.0,0.0,895100.0
4583,2025-10-21,11,Fiesta,Sedán,Contado,2,325800.0,252800.0,78190.0,573410.0
4584,2025-10-21,20,Bronco,SUV,Financiamiento,1,916100.0,696500.0,91610.0,824490.0
4585,2025-10-21,4,Mustang,Deportivo,Financiamiento,1,1296800.0,983800.0,129680.0,1167120.0
4586,2025-10-21,5,Explorer,SUV,Contado,2,1020800.0,828600.0,40830.0,2000770.0
4587,2025-10-21,9,F-150,Pickup,Contado,1,955100.0,784100.0,0.0,955100.0
4588,2025-10-21,1,Mustang,Deportivo,Leasing,1,1120600.0,956700.0,0.0,1120600.0
4589,2025-10-21,7,Focus,Sedán,Financiamiento,1,432600.0,343200.0,0.0,432600.0
4590,2025-10-22,17,Explorer,SUV,Financiamiento,1,1109500.0,797100.0,0.0,1109500.0
4591,2025-10-22,17,F-150,Pickup,Financiamiento,2,987800.0,784500.0,0.0,1975600.0
4592,2025-10-22,16,Fiesta,Sedán,Financiamiento,1,318200.0,244300.0,9550.0,308650.0
4593,2025-10-22,3,Focus,Sedán,Contado,2,410200.0,313400.0,24610.0,795790.0
4594,2025-10-22,13,Focus,Sedán,Contado,2,396900.0,329600.0,63500.0,730300.0
4595,2025-10-22,6,Focus,Sedán,Contado,3,432700.0,332000.0,103850.0,1194250.0
4596,2025-10-22,2,Mustang,Deportivo,Contado,1,1217500.0,981300.0,146100.0,1071400.0
4597,2025-10-23,20,Fiesta,Sedán,Financiamiento,1,311800.0,248400.0,37420.0,274380.0
4598,2025-10-23,12,Bronco,SUV,Financiamiento,1,820300.0,726300.0,0.0,820300.0
4599,2025-10-23,12,Fiesta,Sedán,Leasing,1,340000.0,250400.0,34000.0,306000.0
4600,2025-10-23,1,Focus,Sedán,Leasing,1,434900.0,332600.0,0.0,434900.0
4601,2025-10-23,19,Fiesta,Sedán,Contado,5,315400.0,253600.0,189240.0,1387760.0
4602,2025-10-23,5,Explorer,SUV,Contado,1,1065600.0,844600.0,0.0,1065600.0
4603,2025-10-23,12,Explorer,SUV,Contado,3,1099900.0,850700.0,0.0,3299700.0
4604,2025-10-24,19,Explorer,SUV,Contado,2,1067600.0,870000.0,256220.0,1878980.0
4605,2025-10-24,11,Mustang,Deportivo,Contado,2,1166300.0,1038100.0,279910.0,2052690.0
4606,2025-10-24,18,Focus,Sedán,Contado,4,422600.0,336500.0,0.0,1690400.0
4607,2025-10-24,6,Fiesta,Sedán,Financiamiento,3,324800.0,251900.0,0.0,974400.0
4608,2025-10-24,13,Explorer,SUV,Financiamiento,1,1103400.0,851400.0,22070.0,1081330.0
4609,2025-10-24,1,Explorer,SUV,Contado,3,953100.0,820400.0,343120.0,2516180.0
4610,2025-10-24,19,Fiesta,Sedán,Contado,1,336000.0,236200.0,10080.0,325920.0
4611,2025-10-24,2,Bronco,SUV,Financiamiento,3,819700.0,700500.0,0.0,2459100.0
4612,2025-10-24,12,F-150,Pickup,Financiamiento,5,1021200.0,761500.0,153180.0,4952820.0
4613,2025-10-25,14,Bronco,SUV,Financiamiento,1,944000.0,684100.0,18880.0,925120.0
4614,2025-10-25,19,Explorer,SUV,Leasing,1,997700.0,862100.0,0.0,997700.0
4615,2025-10-25,11,Fiesta,Sedán,Financiamiento,1,310600.0,246200.0,0.0,310600.0
4616,2025-10-25,1,Mustang,Deportivo,Financiamiento,5,1179700.0,970900.0,176960.0,5721540.0
4617,2025-10-25,14,Mustang,Deportivo,Financiamiento,4,1327200.0,1032000.0,0.0,5308800.0
4618,2025-10-26,16,Focus,Sedán,Contado,2,430400.0,320200.0,86080.0,774720.0
4619,2025-10-26,13,Fiesta,Sedán,Financiamiento,5,333600.0,251900.0,200160.0,1467840.0
4620,2025-10-26,13,F-150,Pickup,Contado,1,984800.0,768500.0,29540.0,955260.0
4621,2025-10-26,3,Bronco,SUV,Contado,2,943000.0,713700.0,94300.0,1791700.0
4622,2025-10-26,11,F-150,Pickup,Leasing,1,944800.0,753800.0,47240.0,897560.0
4623,2025-10-26,14,F-150,Pickup,Financiamiento,1,993300.0,782700.0,29800.0,963500.0
4624,2025-10-26,9,Explorer,SUV,Contado,1,1104200.0,869400.0,55210.0,1048990.0
4625,2025-10-26,13,F-150,Pickup,Leasing,1,968400.0,772700.0,0.0,968400.0
4626,2025-10-26,13,Fiesta,Sedán,Contado,1,309100.0,245700.0,6180.0,302920.0
4627,2025-10-26,10,Fiesta,Sedán,Contado,1,322200.0,248300.0,16110.0,306090.0
4628,2025-10-26,1,F-150,Pickup,Contado,1,977400.0,727500.0,0.0,977400.0
4629,2025-10-26,9,Mustang,Deportivo,Leasing,5,1299400.0,957100.0,649700.0,5847300.0
4630,2025-10-27,17,F-150,Pickup,Financiamiento,1,866500.0,759100.0,0.0,866500.0
4631,2025-10-27,1,F-150,Pickup,Financiamiento,3,950800.0,781300.0,57050.0,2795350.0
4632,2025-10-27,15,Bronco,SUV,Contado,2,907300.0,658100.0,54440.0,1760160.0
4633,2025-10-27,2,F-150,Pickup,Financiamiento,1,932400.0,767700.0,93240.0,839160.0
4634,2025-10-27,17,Fiesta,Sedán,Contado,1,302800.0,251900.0,15140.0,287660.0
4635,2025-10-27,16,Explorer,SUV,Contado,2,1033700.0,813200.0,0.0,2067400.0
4636,2025-10-27,3,F-150,Pickup,Financiamiento,4,942200.0,738400.0,113060.0,3655740.0
4637,2025-10-27,9,Explorer,SUV,Contado,1,1009800.0,852600.0,20200.0,989600.0
4638,2025-10-28,10,Explorer,SUV,Contado,5,1091400.0,836600.0,109140.0,5347860.0
4639,2025-10-28,14,Focus,Sedán,Financiamiento,1,388600.0,357000.0,31090.0,357510.0
4640,2025-10-28,5,Mustang,Deportivo,Leasing,1,1263600.0,962800.0,101090.0,1162510.0
4641,2025-10-28,9,Fiesta,Sedán,Financiamiento,1,315100.0,253100.0,31510.0,283590.0
4642,2025-10-28,13,Fiesta,Sedán,Leasing,1,342100.0,256000.0,41050.0,301050.0
